SpecID,PassNonPass,IOCOrder,BLFamilyLatin,BLFamilyEnglish,BLFamSequID,Taxo,Scientific,English,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-5Cat,Diet-Source,Diet-Certainty,Diet-EnteredBy,ForStrat-watbelowsurf,ForStrat-wataroundsurf,ForStrat-ground,ForStrat-understory,ForStrat-midhigh,ForStrat-canopy,ForStrat-aerial,PelagicSpecialist,ForStrat-Source,ForStrat-SpecLevel,ForStrat-EnteredBy,Nocturnal,BodyMass-Value,BodyMass-Source,BodyMass-SpecLevel,BodyMass-Comment,Record-Comment
1366,Nonpasseriformes,Bucerotiformes,Bucerotidae,Hornbills,91,BL3,Ceratogymna_elata,Yellow-casqued Hornbill,20,0,0,0,0,0,80,0,0,0,FruiNect,Ref_6,A,Hamish,0,0,20,0,0,70,10,0,Ref_6,1,Christian,0,1917.02,Dunning08,1,NA,NA
1372,Nonpasseriformes,Bucerotiformes,Bucorvidae,Ground-hornbills,92,BL3,Bucorvus_abyssinicus,Abyssinian Ground-hornbill,30,0,40,0,0,10,10,0,10,0,Omnivore,Ref_6,A,Hamish,0,0,100,0,0,0,0,0,Ref_6,1,Christian,0,4000,Dunning08,1,NA,NA
1373,Nonpasseriformes,Bucerotiformes,Bucorvidae,Ground-hornbills,92,BL3,Bucorvus_cafer,Southern Ground-hornbill,70,10,20,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,100,0,0,0,0,0,Ref_6,1,Christian,0,3743.62,Dunning08,1,NA,NA
1384,Nonpasseriformes,Bucerotiformes,Upupidae,Hoopoes,89,BL3,Upupa_epops,Eurasian Hoopoe,80,0,20,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,100,0,0,0,0,0,Ref_6,1,Christian,0,66.93,Dunning08,1,NA,NA
1392,Nonpasseriformes,Bucerotiformes,Phoeniculidae,Woodhoopoes,90,BL3,Phoeniculus_purpureus,Green Woodhoopoe,90,0,10,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,0,20,60,20,0,0,Ref_6,1,Christian,0,73.21,Dunning08,1,NA,NA
1393,Nonpasseriformes,Bucerotiformes,Phoeniculidae,Woodhoopoes,90,BL3,Phoeniculus_damarensis,Violet Woodhoopoe,80,20,0,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,20,30,50,0,0,0,Ref_6,1,Other,0,81.8,Dunning08,1,NA,NA
1394,Nonpasseriformes,Bucerotiformes,Phoeniculidae,Woodhoopoes,90,BL3,Phoeniculus_somaliensis,Black-billed Woodhoopoe,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,0,0,100,0,0,0,Ref_6,1,Christian,0,26.5,Dunning08,1,NA,NA
1395,Nonpasseriformes,Bucerotiformes,Phoeniculidae,Woodhoopoes,90,BL3,Phoeniculus_bollei,White-headed Woodhoopoe,80,0,0,0,0,0,10,0,10,0,Invertebrate,Ref_6,A,Hamish,0,0,0,20,30,50,0,0,Ref_6,1,Christian,0,54.6,Dunning08,1,NA,NA
1396,Nonpasseriformes,Bucerotiformes,Phoeniculidae,Woodhoopoes,90,BL3,Phoeniculus_castaneiceps,Forest Woodhoopoe,70,0,0,0,0,0,20,0,10,0,Invertebrate,Ref_6,A,Hamish,0,0,0,0,20,80,0,0,Ref_6,1,Christian,0,24.4,Dunning08,1,NA,NA
1399,Nonpasseriformes,Bucerotiformes,Phoeniculidae,Woodhoopoes,90,BL3,Rhinopomastus_aterrimus,Black Scimitarbill,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,20,0,10,70,0,0,Ref_6,1,Christian,0,27.11,Dunning08,1,NA,NA
1400,Nonpasseriformes,Bucerotiformes,Phoeniculidae,Woodhoopoes,90,BL3,Rhinopomastus_cyanomelas,Common Scimitarbill,70,0,0,0,0,0,20,0,10,0,Invertebrate,Ref_6,A,Hamish,0,0,20,0,40,40,0,0,Ref_6,1,Christian,0,27.11,Dunning08,1,NA,NA
1401,Nonpasseriformes,Bucerotiformes,Phoeniculidae,Woodhoopoes,90,BL3,Rhinopomastus_minor,Abyssinian Scimitarbill,90,0,0,0,0,0,10,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,0,0,50,40,10,0,Ref_6,1,Christian,0,21.7,Dunning08,1,NA,NA
1416,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Apaloderma_narina,Narina Trogon,90,0,10,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,0,30,70,0,0,0,Ref_6,1,Other,0,67.69,Dunning08,1,NA,NA
1417,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Apaloderma_aequatoriale,Bare-cheeked Trogon,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,30,10,50,10,0,0,Ref_6,1,Christian,0,58.02,GenAvg,0,NA,NA
1418,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Apaloderma_vittatum,Bar-tailed Trogon,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,10,0,50,40,0,0,Ref_6,1,Christian,0,55,Dunning08,1,NA,NA
1421,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Pharomachrus_mocinno,Resplendent Quetzal,20,0,10,0,0,0,70,0,0,0,FruiNect,Ref_6,A,Hamish,0,0,10,0,70,20,0,0,Ref_6,1,Christian,0,202.46,Dunning08,1,NA,NA
1422,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Pharomachrus_antisianus,Crested Quetzal,10,0,10,0,0,0,80,0,0,0,FruiNect,Ref_6,A,Hamish,0,0,10,0,60,30,0,0,Ref_6,1,Christian,0,152.05,Dunning08,1,NA,NA
1423,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Pharomachrus_fulgidus,White-tipped Quetzal,0,0,0,0,0,0,100,0,0,0,FruiNect,Ref_6,A,Hamish,0,0,0,0,60,40,0,0,Ref_6,1,Christian,0,160,Dunning08,1,NA,NA
1424,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Pharomachrus_auriceps,Golden-headed Quetzal,0,0,0,0,0,0,100,0,0,0,FruiNect,Ref_6,A,Hamish,0,0,0,20,60,20,0,0,Ref_6,1,Christian,0,180,Dunning08,1,NA,NA
1425,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Pharomachrus_pavoninus,Pavonine Quetzal,10,0,0,0,0,0,90,0,0,0,FruiNect,Ref_6,D1,Hamish,0,0,0,0,60,40,0,0,Ref_6,1,Christian,0,163,Dunning08,1,NA,NA
1426,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Euptilotis_neoxenus,Eared Quetzal,50,0,0,0,0,0,50,0,0,0,Omnivore,Ref_6,A,Hamish,0,0,0,0,80,20,0,0,Ref_6,1,Other,0,122.32,Dunning08,1,NA,NA
1427,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Priotelus_temnurus,Cuban Trogon,30,0,0,0,0,0,70,0,0,0,FruiNect,Ref_6,A,Hamish,0,0,0,80,20,0,0,0,Ref_6,1,Christian,0,53.4,Dunning08,1,NA,NA
1428,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Priotelus_roseigaster,Hispaniolan Trogon,80,0,10,0,0,0,10,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,10,20,60,10,0,0,Ref_6,1,Christian,0,74.19,Dunning08,1,NA,NA
1429,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Trogon_massena,Slaty-tailed Trogon,20,0,10,0,0,0,70,0,0,0,FruiNect,Ref_6,A,Hamish,0,0,0,0,50,50,0,0,Ref_6,1,Christian,0,141,Dunning08,1,NA,NA
1430,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Trogon_melanurus,Black-tailed Trogon,30,0,0,0,0,0,70,0,0,0,FruiNect,Ref_6,A,Hamish,0,0,0,10,30,60,0,0,Ref_6,1,Christian,0,114,Dunning08,1,NA,NA
1431,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Trogon_clathratus,Lattice-tailed Trogon,20,0,10,0,0,0,70,0,0,0,FruiNect,Ref_6,A,Hamish,0,0,0,10,70,20,0,0,Ref_6,1,Other,0,130,Dunning08,1,NA,NA
1432,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Trogon_comptus,White-eyed Trogon,50,0,0,0,0,0,50,0,0,0,Omnivore,Ref_6,D1,Hamish,0,0,0,10,30,60,0,0,Ref_6,1,Christian,0,114,Dunning08,1,NA,NA
1433,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Trogon_bairdii,Baird's Trogon,40,0,0,0,0,0,60,0,0,0,FruiNect,Ref_6,A,Hamish,0,0,10,20,30,40,0,0,Ref_6,1,Other,0,94.4,Dunning08,1,NA,NA
1434,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Trogon_viridis,Green-backed Trogon,30,0,10,0,0,0,60,0,0,0,FruiNect,Ref_6,A,Hamish,0,0,10,0,30,60,0,0,Ref_6,1,Christian,0,89.69,Dunning08,1,NA,NA
1435,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Trogon_citreolus,Citreoline Trogon,50,0,0,0,0,0,50,0,0,0,Omnivore,Ref_6,A,Hamish,0,0,10,10,50,30,0,0,Ref_6,1,Christian,0,79,Dunning08,1,NA,NA
1436,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Trogon_melanocephalus,Black-headed Trogon,50,0,0,0,0,0,50,0,0,0,Omnivore,Ref_6,A,Hamish,0,0,0,20,70,10,0,0,Ref_6,1,Christian,0,85.1,Dunning08,1,NA,NA
1437,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Trogon_mexicanus,Mountain Trogon,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_6,C,Hamish,0,0,0,0,80,20,0,0,Ref_6,1,Christian,0,71,Dunning08,1,NA,NA
1438,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Trogon_elegans,Elegant Trogon,50,0,0,0,0,0,50,0,0,0,Omnivore,Ref_6,A,Hamish,0,0,0,0,30,70,0,0,Ref_6,1,Christian,0,70.89,Dunning08,1,NA,NA
1439,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Trogon_collaris,Collared Trogon,60,0,0,0,0,0,40,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,0,30,70,0,0,0,Ref_6,1,Christian,0,65.43,Dunning08,1,NA,NA
1443,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Trogon_personatus,Masked Trogon,50,0,0,0,0,0,50,0,0,0,Omnivore,Ref_6,A,Hamish,0,0,0,0,70,30,0,0,Ref_6,1,Christian,0,63.39,Dunning08,1,NA,NA
1444,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Trogon_rufus,Black-throated Trogon,60,0,0,0,0,0,40,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,10,60,30,0,0,0,Ref_6,1,Christian,0,53.8,Dunning08,1,NA,NA
1445,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Trogon_surrucura,Surucua Trogon,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,0,0,100,0,0,0,Ref_6,1,Christian,0,73.29,Dunning08,1,NA,NA
1446,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Trogon_curucui,Blue-crowned Trogon,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,10,30,30,30,0,0,Ref_6,1,Christian,0,54,Dunning08,1,NA,NA
1447,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Trogon_violaceus,Violaceous Trogon,20,0,0,0,0,0,80,0,0,0,FruiNect,Ref_6,A,Hamish,0,0,0,70,20,10,0,0,Ref_6,1,Christian,0,46.5,Dunning08,1,NA,NA
1449,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Apalharpactes_reinwardtii,Javan Trogon,70,0,0,0,0,0,30,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,10,50,40,0,0,0,Ref_6,1,Christian,0,72.82,GenAvg,0,NA,NA
1450,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Harpactes_fasciatus,Malabar Trogon,80,0,0,0,0,0,10,0,0,10,Invertebrate,Ref_6,A,Hamish,0,0,0,0,100,0,0,0,Ref_6,1,Christian,0,62,Dunning08,1,NA,NA
1451,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Harpactes_kasumba,Red-naped Trogon,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_6,C,Hamish,0,0,0,20,70,10,0,0,Ref_6,1,Christian,0,96.89,Dunning08,1,NA,NA
1452,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Harpactes_diardii,Diard's Trogon,70,0,0,0,0,0,30,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,10,40,50,0,0,0,Ref_6,1,Christian,0,98.3,Dunning08,1,NA,NA
1453,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Harpactes_ardens,Philippine Trogon,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_6,B,Hamish,0,0,10,40,50,0,0,0,Ref_6,1,Christian,0,96.29,Dunning08,1,NA,NA
1454,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Harpactes_whiteheadi,Whitehead's Trogon,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,20,20,50,10,0,0,Ref_6,1,Christian,0,52.7,PrimScale,1,NA,NA
1455,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Harpactes_orrhophaeus,Cinnamon-rumped Trogon,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,10,60,30,0,0,0,Ref_6,1,Christian,0,52.8,Dunning08,1,NA,NA
1456,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Harpactes_duvaucelii,Scarlet-rumped Trogon,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,0,30,70,0,0,0,Ref_6,1,Christian,0,38.85,Dunning08,1,NA,NA
1457,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Harpactes_oreskios,Orange-breasted Trogon,70,0,10,0,0,0,10,0,0,10,Invertebrate,Ref_6,A,Hamish,0,0,40,40,20,0,0,0,Ref_6,1,Christian,0,57.3,Dunning08,1,NA,NA
1458,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Harpactes_erythrocephalus,Red-headed Trogon,70,0,0,0,0,0,10,0,10,10,Invertebrate,Ref_6,A,Hamish,0,0,0,10,60,30,0,0,Ref_6,1,Other,0,80.29,Dunning08,1,NA,NA
1459,Nonpasseriformes,Trogoniformes,Trogonidae,Trogons,81,BL3,Harpactes_wardi,Ward's Trogon,70,0,0,0,0,0,20,0,10,0,Invertebrate,Ref_6,A,Hamish,0,0,20,50,30,0,0,0,Ref_6,1,Christian,0,119,Dunning08,1,NA,NA
1488,Nonpasseriformes,Coraciiformes,Coraciidae,Rollers,82,BL3,Coracias_garrulus,European Roller,90,0,0,0,10,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,80,10,0,0,10,0,Ref_6,1,Christian,0,146,Dunning08,1,NA,NA
1489,Nonpasseriformes,Coraciiformes,Coraciidae,Rollers,82,BL3,Coracias_abyssinicus,Abyssinian Roller,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,90,10,0,0,0,0,Ref_6,1,Christian,0,102,Dunning08,1,NA,NA
1490,Nonpasseriformes,Coraciiformes,Coraciidae,Rollers,82,BL3,Coracias_caudatus,Lilac-breasted Roller,50,20,30,0,0,0,0,0,0,0,Omnivore,Ref_6,A,Hamish,0,0,100,0,0,0,0,0,Ref_6,1,Christian,0,110,Dunning08,1,NA,NA
1491,Nonpasseriformes,Coraciiformes,Coraciidae,Rollers,82,BL3,Coracias_spatulatus,Racket-tailed Roller,80,0,20,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,100,0,0,0,0,0,Ref_6,1,Christian,0,90.36,Dunning08,1,NA,NA
1492,Nonpasseriformes,Coraciiformes,Coraciidae,Rollers,82,BL3,Coracias_naevia,Rufous-crowned Roller,50,20,30,0,0,0,0,0,0,0,Omnivore,Ref_6,A,Hamish,0,0,70,10,20,0,0,0,Ref_6,1,Christian,0,168,Dunning08,1,NA,NA
1493,Nonpasseriformes,Coraciiformes,Coraciidae,Rollers,82,BL3,Coracias_benghalensis,Indian Roller,50,20,30,0,0,0,0,0,0,0,Omnivore,Ref_6,A,Hamish,0,0,80,10,10,0,0,0,Ref_6,1,Walter,0,157.46,Dunning08,1,NA,NA
1494,Nonpasseriformes,Coraciiformes,Coraciidae,Rollers,82,BL3,Coracias_temminckii,Purple-winged Roller,70,0,30,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,90,0,10,0,0,0,Ref_6,1,Christian,0,153.67,Dunning08,1,NA,NA
1495,Nonpasseriformes,Coraciiformes,Coraciidae,Rollers,82,BL3,Coracias_cyanogaster,Blue-bellied Roller,80,0,20,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,80,20,0,0,0,0,Ref_6,1,Christian,0,142,Dunning08,1,NA,NA
1496,Nonpasseriformes,Coraciiformes,Coraciidae,Rollers,82,BL3,Eurystomus_glaucurus,Broad-billed Roller,90,0,10,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,10,10,20,30,30,0,Ref_6,1,Other,0,110,Dunning08,1,NA,NA
1497,Nonpasseriformes,Coraciiformes,Coraciidae,Rollers,82,BL3,Eurystomus_gularis,Blue-throated Roller,90,0,0,0,0,0,10,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,10,10,10,10,60,0,Ref_6,1,Other,0,96.29,Dunning08,1,NA,NA
1498,Nonpasseriformes,Coraciiformes,Coraciidae,Rollers,82,BL3,Eurystomus_orientalis,Asian Dollarbird,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,20,40,20,10,10,0,Ref_6,1,Christian,0,143.02,Dunning08,1,NA,NA
1499,Nonpasseriformes,Coraciiformes,Coraciidae,Rollers,82,BL3,Eurystomus_azureus,Purple Dollarbird,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,20,40,20,10,10,0,Ref_6,1,Christian,0,122.76,GenAvg,0,NA,NA
1503,Nonpasseriformes,Coraciiformes,Brachypteraciidae,Ground-rollers,83,BL3,Brachypteracias_leptosomus,Short-legged Ground-roller,80,0,20,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,20,30,30,20,0,0,Ref_6,1,Other,0,185,Dunning08,1,NA,NA
1504,Nonpasseriformes,Coraciiformes,Brachypteraciidae,Ground-rollers,83,BL3,Brachypteracias_squamiger,Scaly Ground-roller,80,10,10,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,90,0,10,0,0,0,Ref_6,1,Christian,0,155,Dunning08,1,NA,NA
1506,Nonpasseriformes,Coraciiformes,Brachypteraciidae,Ground-rollers,83,BL3,Atelornis_pittoides,Pitta-like Ground-roller,80,0,20,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,100,0,0,0,0,0,Ref_6,1,Christian,0,91.5,Dunning08,1,NA,NA
1507,Nonpasseriformes,Coraciiformes,Brachypteraciidae,Ground-rollers,83,BL3,Atelornis_crossleyi,Rufous-headed Ground-roller,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,100,0,0,0,0,0,Ref_6,1,Christian,0,79,Dunning08,1,NA,NA
1508,Nonpasseriformes,Coraciiformes,Brachypteraciidae,Ground-rollers,83,BL3,Uratelornis_chimaera,Long-tailed Ground-roller,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,100,0,0,0,0,0,Ref_6,1,Christian,0,226,PrimScale,1,MarceloR,NA
1512,Nonpasseriformes,Leptosomiformes,Leptosomidae,Cuckoo-Roller,84,BL3,Leptosomus_discolor,Cuckoo-roller,70,0,30,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,0,0,40,40,20,0,Ref_6,1,Other,0,255,Dunning08,1,NA,NA
1516,Nonpasseriformes,Coraciiformes,Momotidae,Motmots,87,BL3,Hylomanes_momotula,Tody Motmot,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,10,20,60,0,10,0,Ref_6,1,Christian,0,29.3,Dunning08,1,NA,NA
1517,Nonpasseriformes,Coraciiformes,Momotidae,Motmots,87,BL3,Aspatha_gularis,Blue-throated Motmot,70,0,0,0,0,0,30,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,10,10,80,0,0,0,Ref_6,1,Christian,0,62.7,Dunning08,1,NA,NA
1518,Nonpasseriformes,Coraciiformes,Momotidae,Motmots,87,BL3,Electron_platyrhynchum,Broad-billed Motmot,80,0,20,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,30,10,50,0,10,0,Ref_6,1,Christian,0,73,Dunning08,1,NA,NA
1519,Nonpasseriformes,Coraciiformes,Momotidae,Motmots,87,BL3,Electron_carinatum,Keel-billed Motmot,80,0,20,0,0,0,0,0,0,0,Invertebrate,Ref_6,C,Hamish,0,0,30,10,50,0,10,0,Ref_6,1,Christian,0,64.9,Dunning08,1,NA,NA
1520,Nonpasseriformes,Coraciiformes,Momotidae,Motmots,87,BL3,Eumomota_superciliosa,Turquoise-browed Motmot,70,0,20,0,0,0,10,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,20,10,60,0,10,0,Ref_6,1,Christian,0,62.5,Dunning08,1,NA,NA
1521,Nonpasseriformes,Coraciiformes,Momotidae,Motmots,87,BL3,Baryphthengus_martii,Rufous Motmot,30,0,10,10,0,0,50,0,0,0,Omnivore,Ref_6,A,Hamish,0,0,40,20,30,10,0,0,Ref_6,1,Walter,0,165.02,Dunning08,1,NA,NA
1522,Nonpasseriformes,Coraciiformes,Momotidae,Motmots,87,BL3,Baryphthengus_ruficapillus,Rufous-capped Motmot,60,10,10,0,0,0,20,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,50,20,30,0,0,0,Ref_6,1,Christian,0,141.65,Dunning08,1,NA,NA
1523,Nonpasseriformes,Coraciiformes,Momotidae,Motmots,87,BL3,Momotus_mexicanus,Russet-crowned Motmot,80,0,20,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,50,20,30,0,0,0,Ref_6,1,Other,0,75.7,Dunning08,1,NA,NA
1524,Nonpasseriformes,Coraciiformes,Momotidae,Motmots,87,BL3,Momotus_momota,Blue-crowned Motmot,50,10,10,0,0,0,30,0,0,0,Omnivore,Ref_6,A,Hamish,0,0,30,30,30,10,0,0,Ref_6,1,Christian,0,114.96,Dunning08,1,NA,NA
1529,Nonpasseriformes,Coraciiformes,Momotidae,Motmots,87,IOC27,Momotus_aequatorialis,Andean Motmot,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_6,B,Hamish,0,0,40,20,40,0,0,0,Ref_6,1,Christian,0,158,Dunning08,1,NA,NA
1533,Nonpasseriformes,Coraciiformes,Todidae,Todies,86,BL3,Todus_multicolor,Cuban Tody,90,0,10,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,0,40,60,0,0,0,Ref_6,1,Christian,0,5.9,Dunning08,1,NA,NA
1534,Nonpasseriformes,Coraciiformes,Todidae,Todies,86,BL3,Todus_angustirostris,Narrow-billed Tody,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,0,70,30,0,0,0,Ref_6,1,Christian,0,7.5,Dunning08,1,NA,NA
1535,Nonpasseriformes,Coraciiformes,Todidae,Todies,86,BL3,Todus_mexicanus,Puerto Rican Tody,80,0,10,0,0,0,10,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,0,30,70,0,0,0,Ref_6,1,Christian,0,5.9,Dunning08,1,NA,NA
1536,Nonpasseriformes,Coraciiformes,Todidae,Todies,86,BL3,Todus_todus,Jamaican Tody,90,0,0,0,0,0,10,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,0,60,40,0,0,0,Ref_6,1,Christian,0,6.4,Dunning08,1,NA,NA
1537,Nonpasseriformes,Coraciiformes,Todidae,Todies,86,BL3,Todus_subulatus,Broad-billed Tody,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,0,30,70,0,0,0,Ref_6,1,Christian,0,8.7,Dunning08,1,NA,NA
1545,Nonpasseriformes,Coraciiformes,Alcedinidae,Kingfishers,85,BL3,Alcedo_hercules,Blyth's Kingfisher,10,0,0,90,0,0,0,0,0,0,VertFishScav,Ref_6,A,Hamish,100,0,0,0,0,0,0,0,Ref_6,1,Christian,0,27.59,GenAvg,0,NA,NA
1546,Nonpasseriformes,Coraciiformes,Alcedinidae,Kingfishers,85,BL3,Alcedo_atthis,Common Kingfisher,30,0,0,70,0,0,0,0,0,0,VertFishScav,Ref_6,A,Hamish,100,0,0,0,0,0,0,0,Ref_6,1,Christian,0,31.09,Dunning08,1,NA,NA
1547,Nonpasseriformes,Coraciiformes,Alcedinidae,Kingfishers,85,BL3,Alcedo_semitorquata,Half-collared Kingfisher,30,0,10,60,0,0,0,0,0,0,VertFishScav,Ref_6,A,Hamish,90,0,0,10,0,0,0,0,Ref_6,1,Christian,0,47.32,Dunning08,1,NA,NA
1548,Nonpasseriformes,Coraciiformes,Alcedinidae,Kingfishers,85,BL3,Alcedo_quadribrachys,Shining Blue Kingfisher,20,0,0,80,0,0,0,0,0,0,VertFishScav,Ref_6,A,Hamish,100,0,0,0,0,0,0,0,Ref_6,1,Christian,0,34.9,Dunning08,1,NA,NA
1549,Nonpasseriformes,Coraciiformes,Alcedinidae,Kingfishers,85,BL3,Alcedo_meninting,Blue-eared Kingfisher,40,0,0,60,0,0,0,0,0,0,VertFishScav,Ref_6,A,Hamish,80,10,0,10,0,0,0,0,Ref_6,1,Christian,0,20.42,Dunning08,1,NA,NA
1550,Nonpasseriformes,Coraciiformes,Alcedinidae,Kingfishers,85,BL3,Alcedo_azurea,Azure Kingfisher,20,0,0,80,0,0,0,0,0,0,VertFishScav,Ref_6,A,Hamish,70,10,10,10,0,0,0,0,Ref_6,1,Christian,0,34.9,Dunning08,1,NA,NA
1551,Nonpasseriformes,Coraciiformes,Alcedinidae,Kingfishers,85,BL3,Alcedo_websteri,Bismarck Kingfisher,50,0,0,50,0,0,0,0,0,0,Omnivore,Ref_6,A,Hamish,90,0,0,10,0,0,0,0,Ref_6,1,Christian,0,60.97,Dunning08,1,NA,NA
1552,Nonpasseriformes,Coraciiformes,Alcedinidae,Kingfishers,85,BL3,Alcedo_euryzona,Blue-banded Kingfisher,30,0,10,60,0,0,0,0,0,0,VertFishScav,Ref_6,A,Hamish,70,0,30,0,0,0,0,0,Ref_6,1,Christian,0,43.08,Dunning08,1,NA,NA
