study,TITLE,AUTHORS,YEAR,JOURNAL,health,condition,toxtype,ptype,stress2,SAMPLE_SIZE,EFFECT_DIRECTION,pval,r,yi,vi,rlower,rupper,yir,ott_id,host.species,host.class,aqterr,parasite2,close,nonclose,vector,intermediate,routes,mroute,mlat,mlon,udiff_1000,udiff_10000,uchange_1000,uchange_10000,umean_1000,umean_10000,COUNTRY,HFPm,gdpbill,compdist
4183,a comparative study between enteric parasites of coyotes in a protected and suburban habitat,Grigione et al.,2014,URBAN ECOSYSTEMS,parasites,NA,NA,Prevalence,NA,90,1,0.001,0.346851972,0.361860742,0.011494253,0.150576782,0.516819932,0.346851972,247331,Canis_latrans,mammals,terrestrial,Microparasite,0,1,0,1,2,multiple,27.9847075,-82.7214195,26.27798697,17.21033281,14.66666737,3.567993615,8.928606305,11.15152716,United States of America,6.86,14400,34688
4183,a comparative study between enteric parasites of coyotes in a protected and suburban habitat,Grigione et al.,2014,URBAN ECOSYSTEMS,parasites,NA,NA,Prevalence,NA,90,1,3e-4,0.381086082,0.401329643,0.011494253,0.188903114,0.545153901,0.381086082,247331,Canis_latrans,mammals,terrestrial,Microparasite,1,1,0,0,2,multiple,27.9847075,-82.7214195,26.27798697,17.21033281,14.66666737,3.567993615,8.928606305,11.15152716,United States of America,6.86,14400,34688
4183,a comparative study between enteric parasites of coyotes in a protected and suburban habitat,Grigione et al.,2014,URBAN ECOSYSTEMS,parasites,NA,NA,Prevalence,NA,90,1,0.001,0.346851972,0.361860742,0.011494253,0.150576782,0.516819932,0.346851972,247331,Canis_latrans,mammals,terrestrial,Macroparasite,NA,NA,NA,NA,NA,NA,27.9847075,-82.7214195,26.27798697,17.21033281,14.66666737,3.567993615,8.928606305,11.15152716,United States of America,6.86,14400,34688
4183,a comparative study between enteric parasites of coyotes in a protected and suburban habitat,Grigione et al.,2014,URBAN ECOSYSTEMS,parasites,NA,NA,Prevalence,NA,90,1,1,0.086450556,0.086666895,0.011494253,-0.122839777,0.288378785,0.086450556,247331,Canis_latrans,mammals,terrestrial,Macroparasite,0,0,0,1,1,single,27.9847075,-82.7214195,26.27798697,17.21033281,14.66666737,3.567993615,8.928606305,11.15152716,United States of America,6.86,14400,34688
4183,a comparative study between enteric parasites of coyotes in a protected and suburban habitat,Grigione et al.,2014,URBAN ECOSYSTEMS,parasites,NA,NA,Prevalence,NA,90,1,0.005,0.652586487,0.779790578,0.011494253,0.515109818,0.75732854,0.652586487,247331,Canis_latrans,mammals,terrestrial,Microparasite,1,1,0,0,2,multiple,27.9847075,-82.7214195,26.27798697,17.21033281,14.66666737,3.567993615,8.928606305,11.15152716,United States of America,6.86,14400,34688
4183,a comparative study between enteric parasites of coyotes in a protected and suburban habitat,Grigione et al.,2014,URBAN ECOSYSTEMS,parasites,NA,NA,Prevalence,NA,90,1,0.1611,0.146124501,0.147178067,0.011494253,-0.062869101,0.342840879,0.146124501,247331,Canis_latrans,mammals,terrestrial,Macroparasite,NA,NA,NA,NA,NA,NA,27.9847075,-82.7214195,26.27798697,17.21033281,14.66666737,3.567993615,8.928606305,11.15152716,United States of America,6.86,14400,34688
4183,a comparative study between enteric parasites of coyotes in a protected and suburban habitat,Grigione et al.,2014,URBAN ECOSYSTEMS,parasites,NA,NA,Prevalence,NA,90,-1,0.8,-0.088166356,-0.088395875,0.011494253,-0.289963187,0.121136527,-0.088166356,247331,Canis_latrans,mammals,terrestrial,Macroparasite,1,1,0,0,2,multiple,27.9847075,-82.7214195,26.27798697,17.21033281,14.66666737,3.567993615,8.928606305,11.15152716,United States of America,6.86,14400,34688
4183,a comparative study between enteric parasites of coyotes in a protected and suburban habitat,Grigione et al.,2014,URBAN ECOSYSTEMS,parasites,NA,NA,Prevalence,NA,90,1,0.08,0.622891758,0.729716306,0.011494253,0.477380508,0.73515172,0.622891758,247331,Canis_latrans,mammals,terrestrial,Macroparasite,0,0,0,1,1,single,27.9847075,-82.7214195,26.27798697,17.21033281,14.66666737,3.567993615,8.928606305,11.15152716,United States of America,6.86,14400,34688
4183,a comparative study between enteric parasites of coyotes in a protected and suburban habitat,Grigione et al.,2014,URBAN ECOSYSTEMS,parasites,NA,NA,Prevalence,NA,90,1,1,0.086450556,0.086666895,0.011494253,-0.122839777,0.288378785,0.086450556,247331,Canis_latrans,mammals,terrestrial,Macroparasite,0,1,0,0,1,single,27.9847075,-82.7214195,26.27798697,17.21033281,14.66666737,3.567993615,8.928606305,11.15152716,United States of America,6.86,14400,34688
4187,A comparison of infestation patterns by Ixodes ticks in urban and rural populations of the Common Blackbird Turdus merula,Gregoire et al.,2002,Ibis,parasites,NA,NA,Prevalence,NA,236,1,NA,0.971216554,2.113302869,0.004291845,0.962945176,0.977662605,0.971216554,568572,Turdus_merula,birds,terrestrial,Macroparasite,0,1,0,0,1,single,47.856236,5.0396125,-9.126027393,-5.336842158,-1.09999965,-0.935942482,21.99122038,18.87550727,France,15.87,2700,152323
4278,Across time and space: effects of urbanization on corticosterone and body condition vary over multiple years in song sparrows (Melospiza melodia),Bouzas et al.,2011,Journal of Experimental Zoology,stress,NA,NA,NA,GC/NL,111,-1,0.2434,-0.110372987,-0.110824487,0.009259259,-0.290783675,0.077616706,-0.110372987,265548,Melospiza_melodia,birds,terrestrial,NA,NA,NA,NA,NA,NA,NA,37.169041,-80.557948,-1.729225914,0.473635121,0,0.020127795,3.097884893,3.107948791,United States of America,6.86,14400,8688
4278,Across time and space: effects of urbanization on corticosterone and body condition vary over multiple years in song sparrows (Melospiza melodia),Bouzas et al.,2011,Journal of Experimental Zoology,stress,NA,NA,NA,GC/NL,110,-1,0.1813,-0.127664212,-0.128364638,0.009345794,-0.307553899,0.061036267,-0.127664212,265548,Melospiza_melodia,birds,terrestrial,NA,NA,NA,NA,NA,NA,NA,37.169041,-80.557948,-1.729225914,0.473635121,0,0.020127795,3.097884893,3.107948791,United States of America,6.86,14400,8688
4304,alaria alata mesocercariae in raccoons (procyon lotor) in germany,Renteria-Solis et al.,2013,PARASITOLOGY RESEARCH,parasites,NA,NA,Prevalence,NA,105,1,0.11,0.566972284,0.643049411,0.009803922,0.421063542,0.684277825,0.566972284,348040,Procyon_lotor,mammals,terrestrial,Macroparasite,0,1,0,1,2,multiple,53.436,12.837,0.450061798,0.331564892,0,-0.461867092,3.75552234,3.315648919,Germany,18.81,3400,111.16
4344,Anaplasma phagocytophilum prevalence in ticks and rodents in an urban and natural habitat in South-Western Slovakia,Svitalkova et al.,2015,Parasites & Vectors,parasites,NA,NA,Prevalence,NA,4374,-1,NA,-0.092532079,-0.092797536,2.28781e-4,-0.12183471,-0.06306829,-0.092532079,493144,Ixodes_ricinus,invertebrates,terrestrial,Microparasite,0,0,1,0,1,single,48.27007,17.181798,-4.190331014,6.768392773,-7.70000035,2.721360748,8.647287757,10.99438987,Slovakia,14.46,88.7,40984
4344,Anaplasma phagocytophilum prevalence in ticks and rodents in an urban and natural habitat in South-Western Slovakia,Svitalkova et al.,2015,Parasites & Vectors,parasites,NA,NA,Prevalence,NA,356,0,1,0,0,0.002832861,-0.103941588,0.103941588,0,1088760,Apodemus_flavicollis,mammals,terrestrial,Microparasite,0,0,1,0,1,single,48.27007,17.181798,-4.190331014,6.768392773,-7.70000035,2.721360748,8.647287757,10.99438987,Slovakia,14.46,88.7,40984
4360,Antibodies to Avian Influenza Viruses in Canada Geese (Branta canadensis): A Potential Surveillance Tool?,Kistler et al.,2012,Journal of Wildlife Diseases,parasites,NA,NA,Seroprevalence,NA,661,-1,NA,-0.454712194,-0.490624807,0.001519757,-0.513176349,-0.392047797,-0.454712194,714461,Branta_canadensis,birds,terrestrial,Microparasite,1,1,0,0,2,multiple,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,6.86,14400,NA
4363,Anticoagulant exposure and notoedric mange in bobcats and mountain lions in urban southern California,Riley et al.,2007,Journal of Wildlife Management,toxicants,NA,nonmetal,NA,NA,21,-1,0.007,-0.505095083,-0.556122848,0.055555556,-0.76908776,-0.093877657,-0.505095083,507545,Lynx_rufus,mammals,terrestrial,NA,NA,NA,NA,NA,NA,NA,34.1989945,-118.748787,0,0,0,0,NA,NA,United States of America,6.86,14400,9348
4431,Associations between northern mockingbirds and the parasite Philornis porteri in relation to urbanization,Le Gros et al.,2011,The Wilson Journal of Ornithology,parasites,NA,NA,Prevalence,NA,73,-1,0.09,-0.193383713,-0.195849966,0.014285714,-0.405413625,0.038391658,-0.193383713,571310,Mimus_polyglottos,birds,terrestrial,Macroparasite,0,1,0,0,1,single,29.667786,-82.1827625,-2.71846714,-0.426625475,0,0,3.960914089,3.966984377,United States of America,6.86,14400,33578
4463,babesia spp in ticks and wildlife in different habitat types of slovakia,Hamsikova et al.,2016,Parasites & Vectors,parasites,NA,NA,Prevalence,NA,91,1,0.4,0.420023807,0.447720929,0.011363636,0.234350702,0.576132216,0.420023807,956594,Haemaphysalis_concinna,invertebrates,terrestrial,Microparasite,0,0,1,0,1,single,48.28,17.1975,11.06692853,4.832096955,3.849999738,2.046153854,8.944375163,11.01305913,Slovakia,14.46,88.7,40391
4463,babesia spp in ticks and wildlife in different habitat types of slovakia,Hamsikova et al.,2016,Parasites & Vectors,parasites,NA,NA,Prevalence,NA,5057,1,0.022,0.196400234,0.19898559,1.97863e-4,0.169756561,0.222757,0.196400234,493144,Ixodes_ricinus,invertebrates,terrestrial,Microparasite,0,0,1,0,1,single,48.28,17.1975,11.06692853,4.832096955,3.849999738,2.046153854,8.944375163,11.01305913,Slovakia,14.46,88.7,40391
4470,"Baseline and acute levels of corticosterone in Florida Scrub-Jays (Aphelocoma coerulescens): Effects of food supplementation, suburban habitat, and year",Schoech et al.,2007,General and Comparative Endocrinology,stress,NA,NA,NA,GC/NL,158,1,0.03,0.240322451,0.245116301,0.006451613,0.087464143,0.382123939,0.240322451,175629,Aphelocoma_coerulescens,birds,terrestrial,NA,NA,NA,NA,NA,NA,NA,27.2204285,-81.368448,0,0,0,0,NA,NA,United States of America,6.86,14400,10198
4471,"Baseline levels of biomarkers of oxidative damage in odontesthes nigricans (pisces, atherinopsidae) from two coastal areas of the beagle channel, argentina",Lattuca et al.,2013,Revista Chilena de Historia Natural,stress,NA,NA,NA,other,10,1,0.429,0.250105813,0.255525682,0.142857143,-0.450455091,0.760045343,0.250105813,3641077,Odontesthes_nigricans,fish,aquatic,NA,NA,NA,NA,NA,NA,NA,-54.85,-67.8083335,0,0,0,0,NA,NA,Argentina,5.95,376.6,120767
4471,"Baseline levels of biomarkers of oxidative damage in odontesthes nigricans (pisces, atherinopsidae) from two coastal areas of the beagle channel, argentina",Lattuca et al.,2013,Revista Chilena de Historia Natural,condition,Adjusted,NA,NA,NA,10,1,0.032,0.67812218,0.825629332,0.142857143,0.084629661,0.916455415,0.67812218,3641077,Odontesthes_nigricans,fish,aquatic,NA,NA,NA,NA,NA,NA,NA,-54.85,-67.8083335,0,0,0,0,NA,NA,Argentina,5.95,376.6,120767
4471,"Baseline levels of biomarkers of oxidative damage in odontesthes nigricans (pisces, atherinopsidae) from two coastal areas of the beagle channel, argentina",Lattuca et al.,2013,Revista Chilena de Historia Natural,stress,NA,NA,NA,other,10,-1,0.309,-0.321705646,-0.33354849600000003,0.142857143,-0.791092692,0.386133712,-0.321705646,3641077,Odontesthes_nigricans,fish,aquatic,NA,NA,NA,NA,NA,NA,NA,-54.85,-67.8083335,0,0,0,0,NA,NA,Argentina,5.95,376.6,120767
4471,"Baseline levels of biomarkers of oxidative damage in odontesthes nigricans (pisces, atherinopsidae) from two coastal areas of the beagle channel, argentina",Lattuca et al.,2013,Revista Chilena de Historia Natural,stress,NA,NA,NA,other,10,1,0.05,0.619795032,0.7246722,0.142857143,-0.016123157,0.898709578,0.619795032,3641077,Odontesthes_nigricans,fish,aquatic,NA,NA,NA,NA,NA,NA,NA,-54.85,-67.8083335,0,0,0,0,NA,NA,Argentina,5.95,376.6,120767
4471,"Baseline levels of biomarkers of oxidative damage in odontesthes nigricans (pisces, atherinopsidae) from two coastal areas of the beagle channel, argentina",Lattuca et al.,2013,Revista Chilena de Historia Natural,stress,NA,NA,NA,other,10,1,0.009,0.826004046,1.175426615,0.142857143,0.409183276,0.957605004,0.826004046,3641077,Odontesthes_nigricans,fish,aquatic,NA,NA,NA,NA,NA,NA,NA,-54.85,-67.8083335,0,0,0,0,NA,NA,Argentina,5.95,376.6,120767
4471,"Baseline levels of biomarkers of oxidative damage in odontesthes nigricans (pisces, atherinopsidae) from two coastal areas of the beagle channel, argentina",Lattuca et al.,2013,Revista Chilena de Historia Natural,stress,NA,NA,NA,other,10,1,0.309,0.321705646,0.33354849600000003,0.142857143,-0.386133712,0.791092692,0.321705646,3641077,Odontesthes_nigricans,fish,aquatic,NA,NA,NA,NA,NA,NA,NA,-54.85,-67.8083335,0,0,0,0,NA,NA,Argentina,5.95,376.6,120767
4531,boldness behavior and stress physiology in a novel urban environment suggest rapid correlated evolutionary adaptation,Atwell et al.,2012,BEHAVIORAL ECOLOGY,stress,NA,NA,NA,GC/NL,58,1,0.518,0.089510944,0.08975116,0.018181818,-0.172779546,0.339947042,0.089510944,989502,Junco_hyemalis,birds,terrestrial,NA,NA,NA,NA,NA,NA,NA,32.76666667,-116.7916667,0,0,0,0,NA,NA,United States of America,6.86,14400,87549
4531,boldness behavior and stress physiology in a novel urban environment suggest rapid correlated evolutionary adaptation,Atwell et al.,2012,BEHAVIORAL ECOLOGY,stress,NA,NA,NA,GC/NL,58,-1,0.002,-0.41469811,-0.441271836,0.018181818,-0.607880866,-0.175165105,-0.41469811,989502,Junco_hyemalis,birds,terrestrial,NA,NA,NA,NA,NA,NA,NA,32.76666667,-116.7916667,0,0,0,0,NA,NA,United States of America,6.86,14400,87549
4531,boldness behavior and stress physiology in a novel urban environment suggest rapid correlated evolutionary adaptation,Atwell et al.,2012,BEHAVIORAL ECOLOGY,stress,NA,NA,NA,GC/NL,58,-1,0.042,-0.279310194,-0.286933742,0.018181818,-0.501430448,-0.022648378,-0.279310194,989502,Junco_hyemalis,birds,terrestrial,NA,NA,NA,NA,NA,NA,NA,32.76666667,-116.7916667,0,0,0,0,NA,NA,United States of America,6.86,14400,87549
4644,Circulation of toxocara spp in suburban and rural ecosystems in the slovak republic,Antolova et al.,2004,Veterinary Parasitology,parasites,NA,NA,Prevalence,NA,310,1,0.6383,0.026700248,0.026706595,0.003257329,-0.084949227,0.137687529,0.026700248,821964,Vulpes_vulpes,mammals,terrestrial,Macroparasite,1,0,0,0,1,single,NA,NA,NA,NA,NA,NA,NA,NA,Slovakia,14.46,88.7,NA
4644,Circulation of toxocara spp in suburban and rural ecosystems in the slovak republic,Antolova et al.,2004,Veterinary Parasitology,parasites,NA,NA,Seroprevalence,NA,73,1,0.8586,0.020936957,0.020940017,0.014285714,-0.210142558,0.249800966,0.020936957,1051603,Myodes_glareolus,mammals,terrestrial,Macroparasite,1,0,0,0,1,single,NA,NA,NA,NA,NA,NA,NA,NA,Slovakia,14.46,88.7,NA
4644,Circulation of toxocara spp in suburban and rural ecosystems in the slovak republic,Antolova et al.,2004,Veterinary Parasitology,parasites,NA,NA,Seroprevalence,NA,290,-1,0.084,-0.101471926,-0.101822364,0.003484321,-0.21414865,0.013869763,-0.101471926,351537,Apodemus_agrarius,mammals,terrestrial,Macroparasite,1,0,0,0,1,single,NA,NA,NA,NA,NA,NA,NA,NA,Slovakia,14.46,88.7,NA
4644,Circulation of toxocara spp in suburban and rural ecosystems in the slovak republic,Antolova et al.,2004,Veterinary Parasitology,parasites,NA,NA,Seroprevalence,NA,200,1,0.8533,0.013038405,0.013039144,0.005076142,-0.125930414,0.151505353,0.013038405,1088760,Apodemus_flavicollis,mammals,terrestrial,Macroparasite,1,0,0,0,1,single,NA,NA,NA,NA,NA,NA,NA,NA,Slovakia,14.46,88.7,NA
4644,Circulation of toxocara spp in suburban and rural ecosystems in the slovak republic,Antolova et al.,2004,Veterinary Parasitology,parasites,NA,NA,Prevalence,NA,310,1,0.379,0.049967732,0.05000938,0.003257329,-0.06177292,0.160471317,0.049967732,821964,Vulpes_vulpes,mammals,terrestrial,Macroparasite,0,1,0,0,1,single,NA,NA,NA,NA,NA,NA,NA,NA,Slovakia,14.46,88.7,NA
4740,Corticosterone levels in relation to trace element contamination along an urbanization gradient in the common blackbird (Turdus merula),Meillere et al.,2016,Science of the Total Environment,stress,NA,NA,NA,GC/NL,35,-1,0.015,-0.419226824,-0.446753617,0.03125,-0.660234693,-0.09994289,-0.419226824,568572,Turdus_merula,birds,terrestrial,NA,NA,NA,NA,NA,NA,NA,46.22652778,0.435972225,5.992677116,0.988380564,-4.4,-0.254952057,18.39513265,18.57875885,France,15.87,2700,25848
4740,Corticosterone levels in relation to trace element contamination along an urbanization gradient in the common blackbird (Turdus merula),Meillere et al.,2016,Science of the Total Environment,toxicants,NA,metal,NA,NA,44,-1,0.06,-0.292055021,-0.300811446,0.024390244,-0.541945766,0.005283453,-0.292055021,568572,Turdus_merula,birds,terrestrial,NA,NA,NA,NA,NA,NA,NA,46.22652778,0.435972225,5.992677116,0.988380564,-4.4,-0.254952057,18.39513265,18.57875885,France,15.87,2700,25848
4740,Corticosterone levels in relation to trace element contamination along an urbanization gradient in the common blackbird (Turdus merula),Meillere et al.,2016,Science of the Total Environment,toxicants,NA,metal,NA,NA,44,-1,0.019,-0.359845209,-0.376708074,0.024390244,-0.593338633,-0.070495995,-0.359845209,568572,Turdus_merula,birds,terrestrial,NA,NA,NA,NA,NA,NA,NA,46.22652778,0.435972225,5.992677116,0.988380564,-4.4,-0.254952057,18.39513265,18.57875885,France,15.87,2700,25848
4740,Corticosterone levels in relation to trace element contamination along an urbanization gradient in the common blackbird (Turdus merula),Meillere et al.,2016,Science of the Total Environment,toxicants,NA,metal,NA,NA,44,-1,0.017,-0.367352823,-0.38535951,0.024390244,-0.598915558,-0.079098975,-0.367352823,568572,Turdus_merula,birds,terrestrial,NA,NA,NA,NA,NA,NA,NA,46.22652778,0.435972225,5.992677116,0.988380564,-4.4,-0.254952057,18.39513265,18.57875885,France,15.87,2700,25848
4740,Corticosterone levels in relation to trace element contamination along an urbanization gradient in the common blackbird (Turdus merula),Meillere et al.,2016,Science of the Total Environment,toxicants,NA,metal,NA,NA,44,-1,NA,-0.696990021,-0.861422823,0.024390244,-0.823474799,-0.504502686,-0.696990021,568572,Turdus_merula,birds,terrestrial,NA,NA,NA,NA,NA,NA,NA,46.22652778,0.435972225,5.992677116,0.988380564,-4.4,-0.254952057,18.39513265,18.57875885,France,15.87,2700,25848
4825,Detection of hepatitis e virus in wild boars of rural and urban regions in germany and whole genome characterization of an endemic strain,Schielke et al.,2009,Virology Journal,parasites,NA,NA,Prevalence,NA,148,1,3.352e-4,0.647680274,0.771292304,0.006896552,0.543088789,0.732480475,0.647680274,730013,Sus_scrofa,mammals,terrestrial,Microparasite,0,1,0,0,1,single,51.6659605,11.9694145,31.17507439,24.74835488,1.1,4.579787255,10.08428381,12.37417744,Germany,18.81,3400,440045
4874,differential influence of urbanisation on coccidian infection in two passerine birds,Delgado-V & French,2015,PARASITOLOGY RESEARCH,parasites,NA,NA,Prevalence,NA,140,-1,NA,-0.17092187,-0.172616122,0.00729927,-0.327537339,-0.005165052,-0.17092187,918913,Neochmia_temporalis,birds,terrestrial,Microparasite,0,1,0,0,1,single,-34.99402756,150.6277775,0,0,0,0,NA,NA,Australia,3.35,926,160532
4874,differential influence of urbanisation on coccidian infection in two passerine birds,Delgado-V & French,2015,PARASITOLOGY RESEARCH,parasites,NA,NA,Prevalence,NA,138,-1,0.801,-0.020851441,-0.020854464,0.007407407,-0.187303642,0.146764779,-0.020851441,901827,Malurus_cyaneus,birds,terrestrial,Microparasite,0,1,0,0,1,single,-34.99402756,150.6277775,0,0,0,0,NA,NA,Australia,3.35,926,160532
4932,Diversity and seasonal patterns of ticks parasitizing wild birds in western Portugal,Norte et al.,2012,Experimental and Applied Acarology,parasites,NA,NA,Prevalence,NA,84,-1,0.08,-0.423122823,-0.451489764,0.012345679,-0.584495232,-0.22955152,-0.423122823,568572,Turdus_merula,birds,terrestrial,Macroparasite,0,1,0,0,1,single,39.725,-8.875,0,0,0,0,NA,NA,Portugal,14.08,243.7,242674
4932,Diversity and seasonal patterns of ticks parasitizing wild birds in western Portugal,Norte et al.,2012,Experimental and Applied Acarology,parasites,NA,NA,Prevalence,NA,66,1,0.03,0.801989976,1.10416461,0.015873016,0.694828964,0.874311933,0.801989976,515143,Parus_major,birds,terrestrial,Macroparasite,0,1,0,0,1,single,39.725,-8.875,0,0,0,0,NA,NA,Portugal,14.08,243.7,242674
4932,Diversity and seasonal patterns of ticks parasitizing wild birds in western Portugal,Norte et al.,2012,Experimental and Applied Acarology,parasites,NA,NA,Prevalence,NA,165,-1,0.22,-0.47759225,-0.519860385,0.00617284,-0.587506507,-0.350374915,-0.47759225,507122,Erithacus_rubecula,birds,terrestrial,Macroparasite,0,1,0,0,1,single,39.725,-8.875,0,0,0,0,NA,NA,Portugal,14.08,243.7,242674
4932,Diversity and seasonal patterns of ticks parasitizing wild birds in western Portugal,Norte et al.,2012,Experimental and Applied Acarology,parasites,NA,NA,Prevalence,NA,165,1,0.001,0.766276296,1.011244577,0.00617284,0.694840811,0.822738259,0.766276296,507122,Erithacus_rubecula,birds,terrestrial,Macroparasite,0,1,0,0,1,single,39.725,-8.875,0,0,0,0,NA,NA,Portugal,14.08,243.7,242674
4932,Diversity and seasonal patterns of ticks parasitizing wild birds in western Portugal,Norte et al.,2012,Experimental and Applied Acarology,parasites,NA,NA,Prevalence,NA,76,1,0.65,0.042472708,0.042498275,0.01369863,-0.184751966,0.265386983,0.042472708,259813,Troglodytes_troglodytes,birds,terrestrial,Macroparasite,0,1,0,0,1,single,39.725,-8.875,0,0,0,0,NA,NA,Portugal,14.08,243.7,242674
4932,Diversity and seasonal patterns of ticks parasitizing wild birds in western Portugal,Norte et al.,2012,Experimental and Applied Acarology,parasites,NA,NA,Prevalence,NA,86,1,0.01,0.482598495,0.526366195,0.012048193,0.301557659,0.630050686,0.482598495,568572,Turdus_merula,birds,terrestrial,Macroparasite,0,1,0,0,1,single,39.725,-8.875,0,0,0,0,NA,NA,Portugal,14.08,243.7,242674
4932,Diversity and seasonal patterns of ticks parasitizing wild birds in western Portugal,Norte et al.,2012,Experimental and Applied Acarology,parasites,NA,NA,Prevalence,NA,182,1,0.08,0.63758007,0.754085649,0.005586592,0.542429163,0.716580279,0.63758007,726312,Sylvia_atricapilla,birds,terrestrial,Macroparasite,0,1,0,0,1,single,39.725,-8.875,0,0,0,0,NA,NA,Portugal,14.08,243.7,242674
4934,"diversity of babesia and rickettsia species in questing ixodes ricinus: a longitudinal study in urban, pasture, and natural habitats",Overzier et al.,2013,VECTOR-BORNE AND ZOONOTIC DISEASES,parasites,NA,NA,Prevalence,NA,584,1,0.2493,0.294667855,0.30367032,0.00172117,0.218763712,0.367027361,0.294667855,493144,Ixodes_ricinus,invertebrates,terrestrial,Microparasite,0,0,1,0,1,single,48.130139,6.0829165,5.475261545,-3.599140096,2.2,1.073259432,21.85237851,22.17199545,NA,NA,NA,NA
4934,"diversity of babesia and rickettsia species in questing ixodes ricinus: a longitudinal study in urban, pasture, and natural habitats",Overzier et al.,2013,VECTOR-BORNE AND ZOONOTIC DISEASES,parasites,NA,NA,Prevalence,NA,968,1,0.05594,0.642474436,0.76237616,0.001036269,0.603912273,0.678035909,0.642474436,493144,Ixodes_ricinus,invertebrates,terrestrial,Microparasite,0,0,1,0,1,single,48.130139,6.0829165,5.475261545,-3.599140096,2.2,1.073259432,21.85237851,22.17199545,NA,NA,NA,NA
4934,"diversity of babesia and rickettsia species in questing ixodes ricinus: a longitudinal study in urban, pasture, and natural habitats",Overzier et al.,2013,VECTOR-BORNE AND ZOONOTIC DISEASES,parasites,NA,NA,Prevalence,NA,620,1,2.06e-5,0.478895797,0.521550488,0.001620746,0.415834733,0.53737373,0.478895797,493144,Ixodes_ricinus,invertebrates,terrestrial,Microparasite,0,1,1,0,2,multiple,48.130139,6.0829165,5.475261545,-3.599140096,2.2,1.073259432,21.85237851,22.17199545,NA,NA,NA,NA
4934,"diversity of babesia and rickettsia species in questing ixodes ricinus: a longitudinal study in urban, pasture, and natural habitats",Overzier et al.,2013,VECTOR-BORNE AND ZOONOTIC DISEASES,parasites,NA,NA,Prevalence,NA,968,1,0.1486,0.197407033,0.200032998,0.001036269,0.136089914,0.257217494,0.197407033,493144,Ixodes_ricinus,invertebrates,terrestrial,Microparasite,0,1,1,0,2,multiple,48.130139,6.0829165,5.475261545,-3.599140096,2.2,1.073259432,21.85237851,22.17199545,NA,NA,NA,NA
4934,"diversity of babesia and rickettsia species in questing ixodes ricinus: a longitudinal study in urban, pasture, and natural habitats",Overzier et al.,2013,VECTOR-BORNE AND ZOONOTIC DISEASES,parasites,NA,NA,Prevalence,NA,1173,1,0.002963,0.586595758,0.672460029,8.54701e-4,0.547749125,0.62291856,0.586595758,493144,Ixodes_ricinus,invertebrates,terrestrial,Microparasite,0,0,1,0,1,single,48.130139,6.0829165,5.475261545,-3.599140096,2.2,1.073259432,21.85237851,22.17199545,NA,NA,NA,NA
4946,does differential access to protein influence differences in timing of breeding of florida scrub-jays (aphelocoma coerulescens) in suburban and wildland habitats?,Schoech & Bowman,2003,AUK,condition,Adjusted,NA,NA,NA,63,1,0.7703,0.041129815,0.041153031,0.016666667,-0.20876262,0.285980554,0.041129815,175629,Aphelocoma_coerulescens,birds,terrestrial,NA,NA,NA,NA,NA,NA,NA,27.183791,-81.372243,0,0,0,0,NA,NA,United States of America,6.86,14400,6534
4946,does differential access to protein influence differences in timing of breeding of florida scrub-jays (aphelocoma coerulescens) in suburban and wildland habitats?,Schoech & Bowman,2003,AUK,condition,Raw,NA,NA,NA,66,-1,0.7217,-0.047069979,-0.047104788,0.015873016,-0.285846256,0.1972095,-0.047069979,175629,Aphelocoma_coerulescens,birds,terrestrial,NA,NA,NA,NA,NA,NA,NA,27.183791,-81.372243,0,0,0,0,NA,NA,United States of America,6.86,14400,6534
4946,does differential access to protein influence differences in timing of breeding of florida scrub-jays (aphelocoma coerulescens) in suburban and wildland habitats?,Schoech & Bowman,2003,AUK,condition,Raw,NA,NA,NA,66,-1,0.6742,-0.053612135,-0.053663589,0.015873016,-0.291857793,0.190897707,-0.053612135,175629,Aphelocoma_coerulescens,birds,terrestrial,NA,NA,NA,NA,NA,NA,NA,27.183791,-81.372243,0,0,0,0,NA,NA,United States of America,6.86,14400,6534
4947,does exurban housing development affect the physiological condition of forest-breeding songbirds? a case study of ovenbirds (seiurus aurocapillus) in the largest protected area in the contiguous united states,Seewagen et al.,2015,PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY,stress,NA,NA,NA,GC/NL,27,-1,0.76,-0.028855493,-0.028863506,0.041666667,-0.404434635,0.35505179,-0.028855493,285207,Seiurus_aurocapilla,birds,terrestrial,NA,NA,NA,NA,NA,NA,NA,44.255099,-73.837265,8.036826352,-0.874234381,-4.4,-1.482154332,4.766776764,3.536997676,United States of America,6.86,14400,10010
4959,Does urban life change blood oxidative status in birds?,Costantini et al.,2014,The Journal of Experimental Biology,stress,NA,NA,NA,other,39,-1,0.024,-0.577350269,-0.658478948,0.027777778,-0.755282203,-0.320153639,-0.577350269,568572,Turdus_merula,birds,terrestrial,NA,NA,NA,NA,NA,NA,NA,48,11.316667,11.12920212,-0.278000187,4.949999475,0.74999994,20.08256317,21.09692819,Germany,18.81,3400,67793
