study,TITLE,AUTHORS,YEAR,JOURNAL,health,condition,toxtype,ptype,stress2,SAMPLE_SIZE,EFFECT_DIRECTION,pval,r,yi,vi,rlower,rupper,yir,ott_id,host.species,host.class,aqterr,parasite2,close,nonclose,vector,intermediate,routes,mroute,mlat,mlon,udiff_1000,udiff_10000,uchange_1000,uchange_10000,umean_1000,umean_10000,COUNTRY,HFPm,gdpbill,compdist
1236,"Ectoparasite infestation patterns, haematology and serum biochemistry of urban-dwelling common brushtail possums",Webster et al.,2014,Wildlife Biology,parasites,NA,NA,Prevalence,NA,59,0,1,0,0,0.017857143,-0.256082276,0.256082276,0,836760,Trichosurus_vulpecula,mammals,terrestrial,Macroparasite,1,1,0,0,2,multiple,-33.825,150.625,0,0,0,0,NA,NA,Australia,3.35,926,135457
1236,"Ectoparasite infestation patterns, haematology and serum biochemistry of urban-dwelling common brushtail possums",Webster et al.,2014,Wildlife Biology,parasites,NA,NA,Prevalence,NA,59,-1,0.477,-0.228859352,-0.232985441,0.017857143,-0.458094183,0.028917699,-0.228859352,836760,Trichosurus_vulpecula,mammals,terrestrial,Macroparasite,0,1,0,0,1,single,-33.825,150.625,0,0,0,0,NA,NA,Australia,3.35,926,135457
1236,"Ectoparasite infestation patterns, haematology and serum biochemistry of urban-dwelling common brushtail possums",Webster et al.,2014,Wildlife Biology,parasites,NA,NA,Richness,NA,278,-1,0.2,-0.077042671,-0.077195647,0.003636364,-0.192936982,0.040971679,-0.077042671,836760,Trichosurus_vulpecula,mammals,terrestrial,Macroparasite,NA,NA,NA,NA,NA,NA,-33.825,150.625,0,0,0,0,NA,NA,Australia,3.35,926,135457
1236,"Ectoparasite infestation patterns, haematology and serum biochemistry of urban-dwelling common brushtail possums",Webster et al.,2014,Wildlife Biology,condition,Adjusted,NA,NA,NA,49,1,NA,0.200259449,0.203002828,0.02173913,-0.085766864,0.455789492,0.200259449,836760,Trichosurus_vulpecula,mammals,terrestrial,NA,NA,NA,NA,NA,NA,NA,-33.825,150.625,0,0,0,0,NA,NA,Australia,3.35,926,135457
1236,"Ectoparasite infestation patterns, haematology and serum biochemistry of urban-dwelling common brushtail possums",Webster et al.,2014,Wildlife Biology,parasites,NA,NA,Intensity,NA,16,-1,NA,-0.3006,-0.310179075,0.076923077,-0.693036621,0.229268388,-0.3006,836760,Trichosurus_vulpecula,mammals,terrestrial,Macroparasite,0,1,0,0,1,single,-33.825,150.625,0,0,0,0,NA,NA,Australia,3.35,926,135457
1236,"Ectoparasite infestation patterns, haematology and serum biochemistry of urban-dwelling common brushtail possums",Webster et al.,2014,Wildlife Biology,parasites,NA,NA,Intensity,NA,10,1,NA,0.063,0.063083548,0.142857143,-0.590030729,0.666200487,0.063,836760,Trichosurus_vulpecula,mammals,terrestrial,Macroparasite,0,1,0,0,1,single,-33.825,150.625,0,0,0,0,NA,NA,Australia,3.35,926,135457
1236,"Ectoparasite infestation patterns, haematology and serum biochemistry of urban-dwelling common brushtail possums",Webster et al.,2014,Wildlife Biology,parasites,NA,NA,Prevalence,NA,59,1,0.007852,0.63504876,0.749832075,0.017857143,0.452564696,0.766482091,0.63504876,836760,Trichosurus_vulpecula,mammals,terrestrial,Macroparasite,NA,NA,NA,NA,NA,NA,-33.825,150.625,0,0,0,0,NA,NA,Australia,3.35,926,135457
1236,"Ectoparasite infestation patterns, haematology and serum biochemistry of urban-dwelling common brushtail possums",Webster et al.,2014,Wildlife Biology,parasites,NA,NA,Prevalence,NA,59,-1,0.143,-0.32641075,-0.338805693,0.017857143,-0.537559499,-0.076743293,-0.32641075,836760,Trichosurus_vulpecula,mammals,terrestrial,Macroparasite,0,1,0,0,1,single,-33.825,150.625,0,0,0,0,NA,NA,Australia,3.35,926,135457
1326,Effects of breeding habitat (woodland versus urban) and metal pollution on the egg characteristics of great tits (Parus major),Hargitai et al.,2016,Science of the Total Environment,toxicants,NA,metal,NA,NA,39,-1,NA,-0.507220569,-0.558980439,0.027777778,-0.709234107,-0.228228455,-0.507220569,515143,Parus_major,birds,terrestrial,NA,NA,NA,NA,NA,NA,NA,47.591667,19.025,13.92091931,2.76004228,0,-2.199056624,9.995341879,9.791527852,Hungary,16.83,129.8,41181
1326,Effects of breeding habitat (woodland versus urban) and metal pollution on the egg characteristics of great tits (Parus major),Hargitai et al.,2016,Science of the Total Environment,toxicants,NA,metal,NA,NA,39,-1,0.07,-0.292416687,-0.301206883,0.027777778,-0.556582108,0.025448286,-0.292416687,515143,Parus_major,birds,terrestrial,NA,NA,NA,NA,NA,NA,NA,47.591667,19.025,13.92091931,2.76004228,0,-2.199056624,9.995341879,9.791527852,Hungary,16.83,129.8,41181
1326,Effects of breeding habitat (woodland versus urban) and metal pollution on the egg characteristics of great tits (Parus major),Hargitai et al.,2016,Science of the Total Environment,toxicants,NA,metal,NA,NA,40,-1,0.06,-0.300194524,-0.309733381,0.027027027,-0.55939312,0.012482065,-0.300194524,515143,Parus_major,birds,terrestrial,NA,NA,NA,NA,NA,NA,NA,47.591667,19.025,13.92091931,2.76004228,0,-2.199056624,9.995341879,9.791527852,Hungary,16.83,129.8,41181
1426,Egrets as monitors of trace-metal contamination in wetlands of pakistan,Boncompagni et al.,2003,Archives of Environmental Contamination and Toxicology,toxicants,NA,metal,NA,NA,25,1,0.004,0.575632348,0.655905889,0.045454545,0.23364375,0.790877955,0.575632348,273425,Egretta_garzetta,birds,terrestrial,NA,NA,NA,NA,NA,NA,NA,25.2916665,67.483333,-2.044206238,1.262888129,3.85,2.415664576,15.89862087,17.09438966,Pakistan,9.68,168.2,141276
1426,Egrets as monitors of trace-metal contamination in wetlands of pakistan,Boncompagni et al.,2003,Archives of Environmental Contamination and Toxicology,toxicants,NA,metal,NA,NA,28,1,0.06,0.355436582,0.371652833,0.04,-0.020337159,0.643219295,0.355436582,273425,Egretta_garzetta,birds,terrestrial,NA,NA,NA,NA,NA,NA,NA,25.2916665,67.483333,-2.044206238,1.262888129,3.85,2.415664576,15.89862087,17.09438966,Pakistan,9.68,168.2,141276
1426,Egrets as monitors of trace-metal contamination in wetlands of pakistan,Boncompagni et al.,2003,Archives of Environmental Contamination and Toxicology,toxicants,NA,metal,NA,NA,25,1,1e-4,0.778118377,1.040583492,0.045454545,0.55301746,0.897350986,0.778118377,273425,Egretta_garzetta,birds,terrestrial,NA,NA,NA,NA,NA,NA,NA,25.2916665,67.483333,-2.044206238,1.262888129,3.85,2.415664576,15.89862087,17.09438966,Pakistan,9.68,168.2,141276
1426,Egrets as monitors of trace-metal contamination in wetlands of pakistan,Boncompagni et al.,2003,Archives of Environmental Contamination and Toxicology,toxicants,NA,metal,NA,NA,28,-1,0.06,-0.355436582,-0.371652833,0.04,-0.643219295,0.020337159,-0.355436582,273425,Egretta_garzetta,birds,terrestrial,NA,NA,NA,NA,NA,NA,NA,25.2916665,67.483333,-2.044206238,1.262888129,3.85,2.415664576,15.89862087,17.09438966,Pakistan,9.68,168.2,141276
1426,Egrets as monitors of trace-metal contamination in wetlands of pakistan,Boncompagni et al.,2003,Archives of Environmental Contamination and Toxicology,toxicants,NA,metal,NA,NA,16,-1,0.03,-0.542522594,-0.607723453,0.076923077,-0.81819078,-0.064039491,-0.542522594,273425,Egretta_garzetta,birds,terrestrial,NA,NA,NA,NA,NA,NA,NA,25.2916665,67.483333,-2.044206238,1.262888129,3.85,2.415664576,15.89862087,17.09438966,Pakistan,9.68,168.2,141276
1480,Environmental lead exposure in the european kestrel (falco tinnunculus) from southeastern spain: the influence of leaded gasoline regulations,Garcia-Fernandez et al.,2005,Bulletin of Environmental Contamination and Toxicology,toxicants,NA,metal,NA,NA,14,-1,NA,-0.601150135,-0.694946209,0.090909091,-0.858048315,-0.103621548,-0.601150135,534514,Falco_tinnunculus,birds,terrestrial,NA,NA,NA,NA,NA,NA,NA,38.1300445,-1.2717665,-2.686981606,5.55000224,-5.775,0.259177217,12.79261653,13.66991807,Spain,12.5,1500,49959
1480,Environmental lead exposure in the european kestrel (falco tinnunculus) from southeastern spain: the influence of leaded gasoline regulations,Garcia-Fernandez et al.,2005,Bulletin of Environmental Contamination and Toxicology,toxicants,NA,metal,NA,NA,14,-1,NA,-0.00519993,-0.005199977,0.090909091,-0.534305297,0.526833093,-0.00519993,534514,Falco_tinnunculus,birds,terrestrial,NA,NA,NA,NA,NA,NA,NA,38.1300445,-1.2717665,-2.686981606,5.55000224,-5.775,0.259177217,12.79261653,13.66991807,Spain,12.5,1500,49959
1480,Environmental lead exposure in the european kestrel (falco tinnunculus) from southeastern spain: the influence of leaded gasoline regulations,Garcia-Fernandez et al.,2005,Bulletin of Environmental Contamination and Toxicology,toxicants,NA,metal,NA,NA,14,-1,NA,-0.526294604,-0.585006325,0.090909091,-0.826172707,0.005944982,-0.526294604,534514,Falco_tinnunculus,birds,terrestrial,NA,NA,NA,NA,NA,NA,NA,38.1300445,-1.2717665,-2.686981606,5.55000224,-5.775,0.259177217,12.79261653,13.66991807,Spain,12.5,1500,49959
1480,Environmental lead exposure in the european kestrel (falco tinnunculus) from southeastern spain: the influence of leaded gasoline regulations,Garcia-Fernandez et al.,2005,Bulletin of Environmental Contamination and Toxicology,toxicants,NA,metal,NA,NA,14,-1,NA,-0.747189268,-0.966561266,0.090909091,-0.915016572,-0.358888849,-0.747189268,534514,Falco_tinnunculus,birds,terrestrial,NA,NA,NA,NA,NA,NA,NA,38.1300445,-1.2717665,-2.686981606,5.55000224,-5.775,0.259177217,12.79261653,13.66991807,Spain,12.5,1500,49959
1869,Great Tit (Parus major) breath rate in response to handling stress: urban and forest birds differ,Torne-Noguera et al.,2013,J Ornithol,stress,NA,NA,NA,other,177,-1,NA,-0.293126624,-0.301983377,0.005747126,-0.422365678,-0.152206888,-0.293126624,515143,Parus_major,birds,terrestrial,NA,NA,NA,NA,NA,NA,NA,41.40556305,2.11757975,26.87154434,17.05097129,14.2999993,5.339999926,10.51904036,13.96658809,Spain,12.5,1500,11841
1903,halogenated environmental contaminants in perch (perca fluviatilis) from latvian coastal areas,Olsson et al.,1999,Science of the Total Environment,condition,Raw,NA,NA,NA,20,-1,NA,-0.358763274,-0.375465756,0.058823529,-0.691501187,0.099564367,-0.358763274,186488,Perca_fluviatilis,fish,aquatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latvia,8.33,NA,NA
1903,halogenated environmental contaminants in perch (perca fluviatilis) from latvian coastal areas,Olsson et al.,1999,Science of the Total Environment,condition,Raw,NA,NA,NA,16,-1,NA,-0.055165866,-0.05522193,0.076923077,-0.536208043,0.452925162,-0.055165866,186488,Perca_fluviatilis,fish,aquatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latvia,8.33,NA,NA
1903,halogenated environmental contaminants in perch (perca fluviatilis) from latvian coastal areas,Olsson et al.,1999,Science of the Total Environment,condition,Raw,NA,NA,NA,16,0,NA,0,0,0.076923077,-0.49570533,0.49570533,0,186488,Perca_fluviatilis,fish,aquatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latvia,8.33,NA,NA
1903,halogenated environmental contaminants in perch (perca fluviatilis) from latvian coastal areas,Olsson et al.,1999,Science of the Total Environment,condition,Raw,NA,NA,NA,20,0,NA,0,0,0.058823529,-0.442520782,0.442520782,0,186488,Perca_fluviatilis,fish,aquatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latvia,8.33,NA,NA
1903,halogenated environmental contaminants in perch (perca fluviatilis) from latvian coastal areas,Olsson et al.,1999,Science of the Total Environment,condition,Raw,NA,NA,NA,16,0,NA,0,0,0.076923077,-0.49570533,0.49570533,0,186488,Perca_fluviatilis,fish,aquatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latvia,8.33,NA,NA
1903,halogenated environmental contaminants in perch (perca fluviatilis) from latvian coastal areas,Olsson et al.,1999,Science of the Total Environment,condition,Raw,NA,NA,NA,20,0,NA,0,0,0.058823529,-0.442520782,0.442520782,0,186488,Perca_fluviatilis,fish,aquatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latvia,8.33,NA,NA
1934,Helminth community structure study on urban and forest blackbird (turdus merula l) populations in relation to seasonal bird migration on the south baltic sea coast (nw poland),Rzad et al.,2014,Helminthologia,parasites,NA,NA,Intensity,NA,45,1,NA,0.281709154,0.289537589,0.023809524,-0.012890705,0.53130853199999994,0.281709154,568572,Turdus_merula,birds,terrestrial,Macroparasite,NA,NA,NA,NA,NA,NA,53.545278,14.47944434,-0.212384462,7.885370687,0.733333333,0.144249196,7.592001762,7.671642183,Poland,16.64,426.5,212310
1934,Helminth community structure study on urban and forest blackbird (turdus merula l) populations in relation to seasonal bird migration on the south baltic sea coast (nw poland),Rzad et al.,2014,Helminthologia,parasites,NA,NA,Prevalence,NA,45,1,0.178,0.200776271,0.203541301,0.023809524,-0.09856663,0.466799519,0.200776271,568572,Turdus_merula,birds,terrestrial,Macroparasite,NA,NA,NA,NA,NA,NA,53.545278,14.47944434,-0.212384462,7.885370687,0.733333333,0.144249196,7.592001762,7.671642183,Poland,16.64,426.5,212310
1934,Helminth community structure study on urban and forest blackbird (turdus merula l) populations in relation to seasonal bird migration on the south baltic sea coast (nw poland),Rzad et al.,2014,Helminthologia,parasites,NA,NA,Richness,NA,45,1,NA,0.560155578,0.633059873,0.023809524,0.319087523,0.733142745,0.560155578,568572,Turdus_merula,birds,terrestrial,Macroparasite,NA,NA,NA,NA,NA,NA,53.545278,14.47944434,-0.212384462,7.885370687,0.733333333,0.144249196,7.592001762,7.671642183,Poland,16.64,426.5,212310
1955,high frequency of paracoccidioides brasiliensis infection in armadillos (dasypus novemcinctus): an ecological study,Bagagli et al.,2003,Medical Mycology,parasites,NA,NA,Prevalence,NA,12,-1,0.2424,-0.651382274,-0.777695989,0.111111111,-0.89187489,-0.123737285,-0.651382274,796672,Dasypus_novemcinctus,mammals,terrestrial,Microparasite,1,0,0,0,1,single,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,5.15,1700,NA
2124,induction of hepatic cytochrome p-450 1a in pikey bream (acanthopagrus berda) collected from agricultural and urban catchments in far north queensland,Cavanagh et al.,2000,Marine Pollution Bulletin,stress,NA,NA,NA,other,39,-1,NA,-0.601893948,-0.696111746,0.027777778,-0.770993346,-0.353511486,-0.601893948,889379,Acanthopagrus_berda,fish,aquatic,NA,NA,NA,NA,NA,NA,NA,-19.265486,146.9314085,-8.83332839,-8.297042193,0,0,4.416664195,6.441664195,Australia,3.2,312,25539
2129,"infection of foxes by echinococcocus multilocularis in urban and suburban areas of nancy, france: influence of feeding habits and environment",Robardet et al.,2008,Parasite,parasites,NA,NA,Intensity,NA,127,1,0.169,0.122049153,0.122660642,0.008064516,-0.053298763,0.290095563,0.122049153,821964,Vulpes_vulpes,mammals,terrestrial,Macroparasite,0,0,0,1,1,single,48.7089865,6.200478,-1.538178364,1.353016957,-8.066666842,-6.462057894,19.8578298,13.47480405,France,15.87,2700,7211
2129,"infection of foxes by echinococcocus multilocularis in urban and suburban areas of nancy, france: influence of feeding habits and environment",Robardet et al.,2008,Parasite,parasites,NA,NA,Intensity,NA,127,-1,0.169,-0.122049153,-0.122660642,0.008064516,-0.290095563,0.053298763,-0.122049153,821964,Vulpes_vulpes,mammals,terrestrial,Macroparasite,0,0,0,1,1,single,48.7089865,6.200478,-1.538178364,1.353016957,-8.066666842,-6.462057894,19.8578298,13.47480405,France,15.87,2700,7211
2129,"infection of foxes by echinococcocus multilocularis in urban and suburban areas of nancy, france: influence of feeding habits and environment",Robardet et al.,2008,Parasite,parasites,NA,NA,Intensity,NA,127,1,0.169,0.122049153,0.122660642,0.008064516,-0.053298763,0.290095563,0.122049153,821964,Vulpes_vulpes,mammals,terrestrial,Macroparasite,0,0,0,1,1,single,48.7089865,6.200478,-1.538178364,1.353016957,-8.066666842,-6.462057894,19.8578298,13.47480405,France,15.87,2700,7211
2129,"infection of foxes by echinococcocus multilocularis in urban and suburban areas of nancy, france: influence of feeding habits and environment",Robardet et al.,2008,Parasite,parasites,NA,NA,Prevalence,NA,127,1,NA,0.347716652,0.36284401,0.008064516,0.184690043,0.492119976,0.347716652,821964,Vulpes_vulpes,mammals,terrestrial,Macroparasite,0,0,0,1,1,single,48.7089865,6.200478,-1.538178364,1.353016957,-8.066666842,-6.462057894,19.8578298,13.47480405,France,15.87,2700,7211
2129,"infection of foxes by echinococcocus multilocularis in urban and suburban areas of nancy, france: influence of feeding habits and environment",Robardet et al.,2008,Parasite,parasites,NA,NA,Prevalence,NA,127,1,NA,0.83580097,1.207078434,0.008064516,0.774336514,0.881640958,0.83580097,821964,Vulpes_vulpes,mammals,terrestrial,Macroparasite,0,0,0,1,1,single,48.7089865,6.200478,-1.538178364,1.353016957,-8.066666842,-6.462057894,19.8578298,13.47480405,France,15.87,2700,7211
2166,Influence of urbanisation on the prevalence of protozoan parasites of bumblebees,Goulson et al.,2012,Functional Entomology,parasites,NA,NA,Prevalence,NA,10,-1,0.5996,-0.189719765,-0.192046455,0.142857143,-0.731916742,0.499583,-0.189719765,161197,Bombus_terrestris,invertebrates,terrestrial,Microparasite,NA,NA,NA,NA,NA,NA,55.6893265,-4.453032,0,0,0,0,NA,NA,United Kingdom,20.37,2300,79965
2166,Influence of urbanisation on the prevalence of protozoan parasites of bumblebees,Goulson et al.,2012,Functional Entomology,parasites,NA,NA,Prevalence,NA,10,1,0.4252,0.284732135,0.292824205,0.142857143,-0.420231014,0.775356519,0.284732135,1093159,Bombus_pascuorum,invertebrates,terrestrial,Microparasite,NA,NA,NA,NA,NA,NA,55.6893265,-4.453032,0,0,0,0,NA,NA,United Kingdom,20.37,2300,79965
2166,Influence of urbanisation on the prevalence of protozoan parasites of bumblebees,Goulson et al.,2012,Functional Entomology,parasites,NA,NA,Prevalence,NA,10,-1,0.5501,-0.215363911,-0.218789399,0.142857143,-0.744092213,0.479247809,-0.215363911,1093159,Bombus_pascuorum,invertebrates,terrestrial,Microparasite,NA,NA,NA,NA,NA,NA,55.6893265,-4.453032,0,0,0,0,NA,NA,United Kingdom,20.37,2300,79965
2166,Influence of urbanisation on the prevalence of protozoan parasites of bumblebees,Goulson et al.,2012,Functional Entomology,parasites,NA,NA,Prevalence,NA,10,-1,0.004325,-0.812052673,-1.133026905,0.142857143,-0.953939509,-0.373281228,-0.812052673,161197,Bombus_terrestris,invertebrates,terrestrial,Microparasite,NA,NA,NA,NA,NA,NA,55.6893265,-4.453032,0,0,0,0,NA,NA,United Kingdom,20.37,2300,79965
2166,Influence of urbanisation on the prevalence of protozoan parasites of bumblebees,Goulson et al.,2012,Functional Entomology,parasites,NA,NA,Prevalence,NA,9,-1,0.7315,-0.133747748,-0.134553933,0.166666667,-0.732780397,0.582076806,-0.133747748,1093159,Bombus_pascuorum,invertebrates,terrestrial,Microparasite,NA,NA,NA,NA,NA,NA,55.6893265,-4.453032,0,0,0,0,NA,NA,United Kingdom,20.37,2300,79965
2166,Influence of urbanisation on the prevalence of protozoan parasites of bumblebees,Goulson et al.,2012,Functional Entomology,parasites,NA,NA,Prevalence,NA,10,-1,0.04611,-0.640335458,-0.758742139,0.142857143,-0.905064894,-0.017943458,-0.640335458,161197,Bombus_terrestris,invertebrates,terrestrial,Microparasite,NA,NA,NA,NA,NA,NA,55.6893265,-4.453032,0,0,0,0,NA,NA,United Kingdom,20.37,2300,79965
231,"Altered development and reproduction in western mosquitofish (Gambusia affinis) found in the Hanxi river, southern China",Xie et al.,2010,Environmental Toxicology and Chemistry,condition,Raw,NA,NA,NA,94,-1,NA,-0.794247445,-1.0828333510000001,0.010989011,-0.858678922,-0.705100974,-0.794247445,617445,Gambusia_affinis,fish,aquatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,8.68,5100,NA
231,"Altered development and reproduction in western mosquitofish (Gambusia affinis) found in the Hanxi river, southern China",Xie et al.,2010,Environmental Toxicology and Chemistry,condition,Raw,NA,NA,NA,155,-1,NA,-0.404882475,-0.429475012,0.006578947,-0.528779255,-0.2640909,-0.404882475,617445,Gambusia_affinis,fish,aquatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,8.68,5100,NA
231,"Altered development and reproduction in western mosquitofish (Gambusia affinis) found in the Hanxi river, southern China",Xie et al.,2010,Environmental Toxicology and Chemistry,condition,Raw,NA,NA,NA,175,-1,NA,-0.329593338,-0.342371963,0.005813953,-0.455658019,-0.190567617,-0.329593338,617445,Gambusia_affinis,fish,aquatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,8.68,5100,NA
231,"Altered development and reproduction in western mosquitofish (Gambusia affinis) found in the Hanxi river, southern China",Xie et al.,2010,Environmental Toxicology and Chemistry,condition,Raw,NA,NA,NA,94,-1,NA,-0.765351638,-1.0090085580000001,0.010989011,-0.838014925,-0.666015909,-0.765351638,617445,Gambusia_affinis,fish,aquatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,8.68,5100,NA
231,"Altered development and reproduction in western mosquitofish (Gambusia affinis) found in the Hanxi river, southern China",Xie et al.,2010,Environmental Toxicology and Chemistry,condition,Raw,NA,NA,NA,155,-1,NA,-0.791737517,-1.076070944,0.006578947,-0.844036477,-0.724521127,-0.791737517,617445,Gambusia_affinis,fish,aquatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,8.68,5100,NA
231,"Altered development and reproduction in western mosquitofish (Gambusia affinis) found in the Hanxi river, southern China",Xie et al.,2010,Environmental Toxicology and Chemistry,condition,Raw,NA,NA,NA,175,-1,NA,-0.76620277,-1.011066496,0.005813953,-0.821206782,-0.697091727,-0.76620277,617445,Gambusia_affinis,fish,aquatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,8.68,5100,NA
231,"Altered development and reproduction in western mosquitofish (Gambusia affinis) found in the Hanxi river, southern China",Xie et al.,2010,Environmental Toxicology and Chemistry,condition,Raw,NA,NA,NA,136,-1,NA,-0.689700373,-0.847384065,0.007518797,-0.768778631,-0.589848455,-0.689700373,617445,Gambusia_affinis,fish,aquatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,8.68,5100,NA
231,"Altered development and reproduction in western mosquitofish (Gambusia affinis) found in the Hanxi river, southern China",Xie et al.,2010,Environmental Toxicology and Chemistry,condition,Raw,NA,NA,NA,136,-1,NA,-0.710005623,-0.887195203,0.007518797,-0.784568948,-0.61519975,-0.710005623,617445,Gambusia_affinis,fish,aquatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,8.68,5100,NA
2501,Mite infection of Carabus violaceus in rural forest patches and urban parks,Mizser et al.,2016,PERIODICUM BIOLOGORUM,parasites,NA,NA,Prevalence,NA,199,1,NA,0.496439585,0.54457013,0.005102041,0.383854731,0.594480765,0.496439585,413464,Carabus_violaceus,invertebrates,terrestrial,Macroparasite,0,1,0,0,1,single,47.5161975,21.6958938,12.2413994,0.634613975,6.6,5.408173091,9.201179435,14.07217075,Hungary,16.83,129.8,15849
2501,Mite infection of Carabus violaceus in rural forest patches and urban parks,Mizser et al.,2016,PERIODICUM BIOLOGORUM,parasites,NA,NA,Intensity,NA,199,1,0.034,0.231500758,0.23577462800000001,0.005102041,0.095485408,0.35903012,0.231500758,413464,Carabus_violaceus,invertebrates,terrestrial,Macroparasite,0,1,0,0,1,single,47.5161975,21.6958938,12.2413994,0.634613975,6.6,5.408173091,9.201179435,14.07217075,Hungary,16.83,129.8,15849
2535,Molecular evidence of Anaplasma phagocytophilum and Babesia microti co-infections in Ixodes ricinus ticks in central-eastern region of Poland,Sytykiewicz et al.,2012,ANNALS OF AGRICULTURAL AND ENVIRONMENTAL MEDICINE,parasites,NA,NA,Prevalence,NA,1123,1,0.947,0.00200178,0.002001783,8.92857e-4,-0.056503097,0.060492957,0.00200178,493144,Ixodes_ricinus,invertebrates,terrestrial,Microparasite,0,0,1,0,1,single,52.254614,20.730241,-0.039959085,-0.391708602,-4.949999934,-3.783387098,4.738295529,1.932677935,Poland,16.64,426.5,59652
2535,Molecular evidence of Anaplasma phagocytophilum and Babesia microti co-infections in Ixodes ricinus ticks in central-eastern region of Poland,Sytykiewicz et al.,2012,ANNALS OF AGRICULTURAL AND ENVIRONMENTAL MEDICINE,parasites,NA,NA,Prevalence,NA,1123,-1,0.665,-0.012917989,-0.012918708,8.92857e-4,-0.071362322,0.045614741,-0.012917989,493144,Ixodes_ricinus,invertebrates,terrestrial,Microparasite,0,0,1,0,1,single,52.254614,20.730241,-0.039959085,-0.391708602,-4.949999934,-3.783387098,4.738295529,1.932677935,Poland,16.64,426.5,59652
2538,Molecular signatures in rainbow darter (etheostoma caeruleum) inhabiting an urbanized river reach receiving wastewater effluents,Bahamonde et al.,2014,Aquatic Toxicology,condition,Adjusted,NA,NA,NA,20,1,NA,0.125499845,0.126165026,0.058823529,-0.33566238,0.538134627,0.125499845,814726,Etheostoma_caeruleum,fish,aquatic,NA,NA,NA,NA,NA,NA,NA,43.4934725,-80.480139,-0.598626968,-2.298382398,0,0.083333333,1.494767522,2.111274952,Canada,1.1,1400,28077
2538,Molecular signatures in rainbow darter (etheostoma caeruleum) inhabiting an urbanized river reach receiving wastewater effluents,Bahamonde et al.,2014,Aquatic Toxicology,condition,Adjusted,NA,NA,NA,20,-1,NA,-0.044655409,-0.044685128,0.058823529,-0.477735682,0.405886066,-0.044655409,814726,Etheostoma_caeruleum,fish,aquatic,NA,NA,NA,NA,NA,NA,NA,43.4934725,-80.480139,-0.598626968,-2.298382398,0,0.083333333,1.494767522,2.111274952,Canada,1.1,1400,28077
2551,"Monitoring pollution in River Mureş, Romania, part II: Metal accumulation and histopathology in fish",Triebskorn et al.,2008,Environmental Monitoring and Assessment,toxicants,NA,metal,NA,NA,12,-1,NA,-0.109144049,-0.109580563,0.111111111,-0.642783055,0.495814362,-0.109144049,1082318,Chondrostoma_nasus,fish,aquatic,NA,NA,NA,NA,NA,NA,NA,46.1297825,21.4309045,10.03971539,6.054500627,5.133333333,5.820578757,9.154749759,14.85585386,Romania,13.82,167.4,59420
2551,"Monitoring pollution in River Mureş, Romania, part II: Metal accumulation and histopathology in fish",Triebskorn et al.,2010,Environmental Monitoring and Assessment,toxicants,NA,metal,NA,NA,12,-1,NA,-0.404079307,-0.428514738,0.111111111,-0.793878984,0.22109452,-0.404079307,458403,Squalius_cephalus,fish,aquatic,NA,NA,NA,NA,NA,NA,NA,46.1297825,21.4309045,10.03971539,6.054500627,5.133333333,5.820578757,9.154749759,14.85585386,Romania,13.82,167.4,59420
2551,"Monitoring pollution in River Mureş, Romania, part II: Metal accumulation and histopathology in fish",Triebskorn et al.,2010,Environmental Monitoring and Assessment,toxicants,NA,metal,NA,NA,12,-1,NA,-0.512410528,-0.565993113,0.111111111,-0.839451832,0.087106896,-0.512410528,458403,Squalius_cephalus,fish,aquatic,NA,NA,NA,NA,NA,NA,NA,46.1297825,21.4309045,10.03971539,6.054500627,5.133333333,5.820578757,9.154749759,14.85585386,Romania,13.82,167.4,59420
